cell_name,celltype
MGH113-P9-C08,OPC
MGH113-P9-C09,AC
MGH113-P9-C10,AC
MGH113-P9-C11,NPC
MGH113-P9-C12,AC
MGH113-P9-D01,AC
MGH113-P9-D02,AC
MGH113-P9-D03,AC
MGH113-P9-D04,AC
MGH113-P9-D05,OPC
MGH113-P9-D07,AC
MGH113-P9-D08,AC
MGH113-P9-D09,AC
MGH113-P9-D12,AC
MGH113-P9-E01,AC
MGH113-P9-E02,AC
MGH113-P9-E03,AC
MGH113-P9-E04,AC
MGH113-P9-E05,NPC
MGH113-P9-E10,AC
MGH113-P9-F01,MES
MGH113-P9-F04,AC
MGH113-P9-F05,AC
MGH113-P9-F06,OPC
MGH113-P9-F07,OPC
MGH113-P9-F09,OPC
MGH113-P9-F10,AC
MGH113-P9-F11,MES
MGH113-P9-F12,NPC
MGH113-P9-G01,AC
MGH113-P9-G02,OPC
MGH113-P9-G04,AC
MGH113-P9-G05,MES
MGH113-P9-G06,AC
MGH113-P9-G07,OPC
MGH113-P9-G08,AC
MGH113-P9-G10,AC
MGH113-P9-G12,OPC
MGH113-P9-H01,AC
MGH113-P9-H02,NPC
MGH113-P9-H03,AC
MGH113-P9-H04,AC
MGH113-P9-H06,AC
MGH113-P9-H07,AC
MGH113-P9-H10,AC
MGH113-P9-H11,AC
MGH113-P9-H12,AC
MGH115-P3-A04,MES
MGH115-P3-A05,AC
MGH115-P3-A11,MES
MGH115-P3-B01,AC
MGH115-P3-B03,AC
MGH115-P3-C02,MES
MGH115-P3-C04,AC
MGH115-P3-C07,AC
MGH115-P3-C09,AC
MGH115-P3-C12,AC
MGH115-P3-D07,AC
MGH115-P3-E02,AC
MGH115-P3-E03,MES
MGH115-P3-E04,AC
MGH115-P3-E05,AC
MGH115-P3-E07,AC
MGH115-P3-F04,MES
MGH115-P3-F05,MES
MGH115-P3-F09,AC
MGH115-P3-F12,AC
MGH115-P3-G01,AC
MGH115-P3-G09,MES
MGH115-P3-G10,MES
MGH115-P3-G12,AC
MGH115-P3-H04,MES
MGH115-P3-H08,MES
MGH115-P3-H10,MES
MGH115-P3-H12,AC
MGH115-P4-A02,MES
MGH115-P4-A04,MES
MGH115-P4-A05,AC
MGH115-P4-A09,MES
MGH115-P4-A10,MES
MGH115-P4-A11,AC
MGH115-P4-A12,MES
MGH115-P4-B01,MES
MGH115-P4-B03,MES
MGH115-P4-B07,MES
MGH115-P4-B10,MES
MGH115-P4-C03,MES
MGH115-P4-C11,MES
MGH115-P4-D01,AC
MGH115-P4-D03,AC
MGH115-P4-D06,MES
MGH115-P4-D07,AC
MGH115-P4-D11,AC
MGH115-P4-D12,MES
MGH115-P4-E02,MES
MGH115-P4-E07,AC
MGH115-P4-E08,MES
MGH115-P4-E10,AC
MGH115-P4-E11,AC
MGH115-P4-E12,AC
MGH115-P4-F02,AC
MGH115-P4-F04,MES
MGH115-P4-F05,AC
MGH115-P4-F07,MES
MGH115-P4-F12,MES
MGH115-P4-G02,MES
MGH115-P4-G03,AC
MGH115-P4-G07,MES
MGH115-P4-G08,MES
MGH115-P4-G09,AC
MGH115-P4-G11,MES
MGH115-P4-G12,MES
MGH115-P4-H03,MES
MGH115-P4-H06,AC
MGH115-P4-H09,AC
MGH115-P5-A01,AC
MGH115-P5-A05,MES
MGH115-P5-A07,AC
MGH115-P5-A09,AC
MGH115-P5-A11,MES
MGH115-P5-A12,AC
MGH115-P5-B04,MES
MGH115-P5-B07,AC
MGH115-P5-B09,AC
MGH115-P5-B11,MES
MGH115-P5-C01,MES
MGH115-P5-C02,AC
MGH115-P5-C03,MES
MGH115-P5-C05,MES
MGH115-P5-C07,MES
MGH115-P5-C09,AC
MGH115-P5-C11,AC
MGH115-P5-C12,MES
MGH115-P5-D01,AC
MGH115-P5-D02,AC
MGH115-P5-D03,MES
MGH115-P5-D05,MES
MGH115-P5-D06,AC
MGH115-P5-D07,AC
MGH115-P5-D12,AC
MGH115-P5-E02,MES
MGH115-P5-E04,AC
MGH115-P5-E09,MES
MGH115-P5-E10,AC
MGH115-P5-E11,MES
MGH115-P5-F01,AC
MGH115-P5-F05,AC
MGH115-P5-F07,AC
MGH115-P5-F09,MES
MGH115-P5-F12,AC
MGH115-P5-G01,AC
MGH115-P5-G02,MES
MGH115-P5-G04,MES
MGH115-P5-G05,AC
MGH115-P5-G07,OPC
MGH115-P5-G09,AC
MGH115-P5-H01,AC
MGH115-P5-H02,AC
MGH115-P5-H05,AC
MGH115-P5-H07,AC
MGH115-P5-H11,AC
MGH115-P5-H12,AC
MGH115-P6-A02,MES
MGH115-P6-A03,AC
MGH115-P6-A04,OPC
MGH115-P6-A07,MES
MGH115-P6-A11,AC
MGH115-P6-A12,MES
MGH115-P6-B01,MES
MGH115-P6-B04,AC
MGH115-P6-B06,MES
MGH115-P6-B08,AC
MGH115-P6-B09,AC
MGH115-P6-B12,MES
MGH115-P6-C01,AC
MGH115-P6-C04,AC
MGH115-P6-C05,AC
MGH115-P6-C06,AC
MGH115-P6-C09,OPC
MGH115-P6-D01,OPC
MGH115-P6-D03,AC
MGH115-P6-D05,AC
MGH115-P6-D07,MES
MGH115-P6-D08,AC
MGH115-P6-D10,AC
MGH115-P6-D11,AC
MGH115-P6-D12,AC
MGH115-P6-E01,MES
MGH115-P6-E03,AC
MGH115-P6-E07,OPC
MGH115-P6-E08,MES
MGH115-P6-E10,AC
MGH115-P6-E11,MES
MGH115-P6-F03,AC
MGH115-P6-F10,AC
MGH115-P6-G01,AC
MGH115-P6-G05,AC
MGH115-P6-G09,MES
MGH115-P6-G10,AC
MGH115-P6-H01,MES
MGH115-P6-H02,AC
MGH115-P6-H05,AC
MGH115-P6-H06,MES
MGH115-P6-H07,AC
MGH115-P6-H08,AC
MGH115-P6-H11,MES
MGH115-P6-H12,AC
MGH121-P3-A01,AC
MGH121-P3-A03,MES
MGH121-P3-A04,AC
MGH121-P3-A05,AC
MGH121-P3-A06,AC
MGH121-P3-A09,AC
MGH121-P3-A10,MES
MGH121-P3-A11,MES
MGH121-P3-A12,OPC
MGH121-P3-B01,AC
MGH121-P3-B02,AC
MGH121-P3-B03,OPC
MGH121-P3-B05,OPC
MGH121-P3-B06,OPC
MGH121-P3-B07,MES
MGH121-P3-B08,AC
MGH121-P3-B09,MES
MGH121-P3-B11,AC
MGH121-P3-B12,NPC
MGH121-P3-C01,AC
MGH121-P3-C02,AC
MGH121-P3-C03,AC
MGH121-P3-C04,AC
MGH121-P3-C05,AC
MGH121-P3-C06,OPC
MGH121-P3-C07,MES
MGH121-P3-C08,AC
MGH121-P3-C10,AC
MGH121-P3-C11,MES
MGH121-P3-D02,OPC
MGH121-P3-D03,OPC
MGH121-P3-D04,OPC
MGH121-P3-D05,AC
MGH121-P3-D06,AC
MGH121-P3-D07,OPC
MGH121-P3-D08,OPC
MGH121-P3-D12,AC
MGH121-P3-E01,AC
MGH121-P3-E02,AC
MGH121-P3-E03,OPC
MGH121-P3-E06,AC
MGH121-P3-E07,OPC
MGH121-P3-E08,AC
MGH121-P3-E09,AC
MGH121-P3-E10,AC
MGH121-P3-E11,AC
MGH121-P3-F01,AC
MGH121-P3-F02,OPC
MGH121-P3-F03,AC
MGH121-P3-F05,MES
MGH121-P3-F06,AC
MGH121-P3-F08,MES
MGH121-P3-F09,MES
MGH121-P3-F10,AC
MGH121-P3-F12,AC
MGH121-P3-G01,AC
MGH121-P3-G02,MES
MGH121-P3-G03,AC
MGH121-P3-G04,OPC
MGH121-P3-G05,AC
MGH121-P3-G06,AC
MGH121-P3-G07,AC
MGH121-P3-G08,OPC
MGH121-P3-G12,AC
MGH121-P3-H01,AC
MGH121-P3-H02,AC
MGH121-P3-H03,AC
MGH121-P3-H04,OPC
MGH121-P3-H07,AC
MGH121-P3-H12,AC
MGH121-P4-A01,AC
MGH121-P4-A02,AC
MGH121-P4-A03,AC
MGH121-P4-A04,AC
MGH121-P4-A06,MES
MGH121-P4-A07,AC
MGH121-P4-A08,OPC
MGH121-P4-A09,AC
MGH121-P4-A11,AC
MGH121-P4-A12,MES
MGH121-P4-B01,AC
MGH121-P4-B02,AC
MGH121-P4-B03,AC
MGH121-P4-B04,AC
MGH121-P4-B06,AC
MGH121-P4-B07,OPC
MGH121-P4-B08,MES
MGH121-P4-B09,AC
MGH121-P4-B10,AC
MGH121-P4-B11,OPC
MGH121-P4-B12,AC
MGH121-P4-C01,AC
MGH121-P4-C02,AC
MGH121-P4-C03,AC
MGH121-P4-C04,AC
MGH121-P4-C05,AC
MGH121-P4-C06,AC
MGH121-P4-C07,AC
MGH121-P4-C08,AC
MGH121-P4-C09,AC
MGH121-P4-C11,AC
MGH121-P4-C12,AC
MGH121-P4-D01,AC
MGH121-P4-D02,OPC
MGH121-P4-D03,AC
MGH121-P4-D04,OPC
MGH121-P4-D05,AC
MGH121-P4-D06,AC
MGH121-P4-D07,AC
MGH121-P4-D08,MES
MGH121-P4-D09,OPC
MGH121-P4-D10,AC
MGH121-P4-D12,AC
MGH121-P4-E01,AC
MGH121-P4-E03,MES
MGH121-P4-E04,AC
MGH121-P4-E06,MES
MGH121-P4-E08,AC
MGH121-P4-E09,OPC
MGH121-P4-E11,AC
MGH121-P4-F02,AC
MGH121-P4-F03,OPC
MGH121-P4-F04,AC
MGH121-P4-F05,AC
MGH121-P4-F06,MES
MGH121-P4-F07,AC
MGH121-P4-F08,AC
MGH121-P4-F09,AC
MGH121-P4-F10,AC
MGH121-P4-F11,AC
MGH121-P4-F12,OPC
MGH121-P4-G01,OPC
MGH121-P4-G02,AC
MGH121-P4-G03,OPC
MGH121-P4-G04,AC
MGH121-P4-G05,AC
MGH121-P4-G06,AC
MGH121-P4-G09,MES
MGH121-P4-G10,AC
MGH121-P4-G12,OPC
MGH121-P4-H01,AC
MGH121-P4-H02,OPC
MGH121-P4-H03,AC
MGH121-P4-H04,AC
MGH121-P4-H06,OPC
MGH121-P4-H07,AC
MGH121-P4-H08,AC
MGH121-P4-H09,AC
MGH121-P4-H12,OPC
MGH121-P5-A01,OPC
MGH121-P5-A02,OPC
MGH121-P5-A03,MES
MGH121-P5-A04,AC
MGH121-P5-A05,AC
MGH121-P5-A06,AC
MGH121-P5-A07,OPC
MGH121-P5-A08,AC
MGH121-P5-A09,AC
MGH121-P5-A10,AC
MGH121-P5-A12,AC
MGH121-P5-B01,NPC
MGH121-P5-B02,AC
MGH121-P5-B03,OPC
MGH121-P5-B04,AC
MGH121-P5-B05,AC
MGH121-P5-B06,OPC
MGH121-P5-B07,AC
MGH121-P5-B08,MES
MGH121-P5-B10,AC
MGH121-P5-B11,MES
MGH121-P5-B12,AC
MGH121-P5-C02,MES
MGH121-P5-C03,OPC
MGH121-P5-C04,AC
MGH121-P5-C05,OPC
MGH121-P5-C07,AC
MGH121-P5-C09,AC
MGH121-P5-C10,MES
MGH121-P5-C12,AC
MGH121-P5-D01,AC
MGH121-P5-D02,AC
MGH121-P5-D03,AC
MGH121-P5-D04,MES
MGH121-P5-D06,OPC
MGH121-P5-D08,AC
MGH121-P5-D09,OPC
MGH121-P5-D10,OPC
MGH121-P5-D11,AC
MGH121-P5-D12,AC
MGH121-P5-E02,AC
MGH121-P5-E03,OPC
MGH121-P5-E06,AC
MGH121-P5-E07,MES
MGH121-P5-E08,AC
MGH121-P5-E10,AC
MGH121-P5-E11,MES
MGH121-P5-F01,AC
MGH121-P5-F02,AC
MGH121-P5-F03,OPC
MGH121-P5-F04,AC
MGH121-P5-F05,AC
MGH121-P5-F06,OPC
MGH121-P5-F07,OPC
MGH121-P5-F08,AC
MGH121-P5-F09,MES
MGH121-P5-F10,AC
MGH121-P5-F11,AC
MGH121-P5-G01,AC
MGH121-P5-G02,MES
MGH121-P5-G03,MES
MGH121-P5-G04,AC
MGH121-P5-G05,AC
MGH121-P5-G06,OPC
MGH121-P5-G09,AC
MGH121-P5-G10,AC
MGH121-P5-G12,AC
MGH121-P5-H01,AC
MGH121-P5-H02,OPC
MGH121-P5-H04,MES
MGH121-P5-H05,AC
MGH121-P5-H09,AC
MGH121-P6-A01,AC
MGH121-P6-A02,AC
MGH121-P6-A03,NPC
MGH121-P6-A04,AC
MGH121-P6-A05,NPC
MGH121-P6-A06,MES
MGH121-P6-A08,OPC
MGH121-P6-A09,AC
MGH121-P6-A10,AC
MGH121-P6-A11,OPC
MGH121-P6-A12,NPC
MGH121-P6-B01,AC
MGH121-P6-B02,AC
MGH121-P6-B03,AC
MGH121-P6-B05,MES
MGH121-P6-B06,AC
MGH121-P6-B08,AC
MGH121-P6-B09,AC
MGH121-P6-C02,AC
MGH121-P6-C05,AC
MGH121-P6-C06,NPC
MGH121-P6-C07,OPC
MGH121-P6-C09,AC
MGH121-P6-C10,AC
MGH121-P6-C11,AC
MGH121-P6-C12,AC
MGH121-P6-D01,OPC
MGH121-P6-D02,OPC
MGH121-P6-D03,OPC
MGH121-P6-D04,AC
MGH121-P6-D05,AC
MGH121-P6-D07,AC
MGH121-P6-D08,MES
MGH121-P6-D09,AC
MGH121-P6-D10,MES
MGH121-P6-D11,AC
MGH121-P6-D12,AC
MGH121-P6-E01,AC
MGH121-P6-E02,OPC
MGH121-P6-E03,OPC
MGH121-P6-E04,MES
MGH121-P6-E05,AC
MGH121-P6-E06,MES
MGH121-P6-E07,MES
MGH121-P6-E09,AC
MGH121-P6-E10,AC
MGH121-P6-F01,AC
MGH121-P6-F02,MES
MGH121-P6-F03,NPC
MGH121-P6-F04,AC
MGH121-P6-F05,OPC
MGH121-P6-F06,AC
MGH121-P6-F07,AC
MGH121-P6-F10,MES
MGH121-P6-F11,OPC
MGH121-P6-G01,AC
MGH121-P6-G02,AC
MGH121-P6-G03,OPC
MGH121-P6-G05,OPC
MGH121-P6-G07,OPC
MGH121-P6-G09,OPC
MGH121-P6-G10,OPC
MGH121-P6-H01,MES
MGH121-P6-H02,AC
MGH121-P6-H03,OPC
MGH121-P6-H04,AC
MGH121-P6-H05,AC
MGH121-P6-H06,MES
MGH121-P6-H08,AC
MGH121-P6-H10,AC
MGH121-P6-H12,MES
MGH122-P1-A02,OPC
MGH122-P1-A06,NPC
MGH122-P1-A10,OPC
MGH122-P1-B01,OPC
MGH122-P1-B03,MES
MGH122-P1-B04,OPC
MGH122-P1-B07,OPC
MGH122-P1-B10,NPC
MGH122-P1-C01,MES
MGH122-P1-C03,OPC
MGH122-P1-C05,MES
MGH122-P1-C10,NPC
MGH122-P1-D01,OPC
MGH122-P1-D05,NPC
MGH122-P1-D06,NPC
MGH122-P1-E03,OPC
MGH122-P1-E06,NPC
MGH122-P1-E07,OPC
MGH122-P1-E08,OPC
MGH122-P1-E11,NPC
MGH122-P1-F02,OPC
MGH122-P1-F07,OPC
MGH122-P1-F08,OPC
MGH122-P1-F09,NPC
MGH122-P1-F11,OPC
MGH122-P1-G01,NPC
MGH122-P1-G03,MES
MGH122-P1-G05,NPC
MGH122-P1-G09,NPC
MGH122-P1-H03,OPC
MGH122-P1-H04,NPC
MGH122-P1-H07,OPC
MGH122-P1-H08,NPC
MGH122-P1-H10,OPC
MGH122-P1-H11,OPC
MGH122-P2-A03,NPC
MGH122-P2-A11,NPC
MGH122-P2-B04,OPC
MGH122-P2-B06,OPC
MGH122-P2-B10,OPC
MGH122-P2-B11,AC
MGH122-P2-C04,NPC
MGH122-P2-C07,OPC
MGH122-P2-C09,MES
MGH122-P2-D01,OPC
MGH122-P2-D02,MES
MGH122-P2-D03,NPC
MGH122-P2-D05,MES
MGH122-P2-D06,OPC
MGH122-P2-D07,NPC
MGH122-P2-D10,OPC
MGH122-P2-D11,OPC
MGH122-P2-D12,OPC
MGH122-P2-E01,NPC
MGH122-P2-E05,NPC
MGH122-P2-F03,NPC
MGH122-P2-F07,NPC
MGH122-P2-F08,OPC
MGH122-P2-F10,NPC
MGH122-P2-G01,NPC
MGH122-P2-G02,OPC
MGH122-P2-G03,OPC
MGH122-P2-G05,OPC
MGH122-P2-G06,NPC
MGH122-P2-G10,OPC
MGH122-P2-H01,NPC
MGH122-P2-H02,OPC
MGH122-P2-H05,OPC
MGH122-P2-H09,NPC
MGH122-P2-H12,NPC
MGH122-P3-A06,OPC
MGH122-P3-A11,OPC
MGH122-P3-A12,NPC
MGH122-P3-B03,NPC
MGH122-P3-B05,OPC
MGH122-P3-B06,OPC
MGH122-P3-B07,OPC
MGH122-P3-B08,NPC
MGH122-P3-B12,NPC
MGH122-P3-C01,NPC
MGH122-P3-C03,NPC
MGH122-P3-C07,NPC
MGH122-P3-C08,OPC
MGH122-P3-C10,OPC
MGH122-P3-C12,NPC
MGH122-P3-D03,OPC
MGH122-P3-D04,OPC
MGH122-P3-D05,NPC
MGH122-P3-D06,OPC
MGH122-P3-D07,OPC
MGH122-P3-D09,MES
MGH122-P3-D12,NPC
MGH122-P3-E01,NPC
MGH122-P3-E02,MES
MGH122-P3-E05,OPC
MGH122-P3-E06,OPC
MGH122-P3-E07,OPC
MGH122-P3-E08,OPC
MGH122-P3-F04,OPC
MGH122-P3-F06,OPC
MGH122-P3-F07,MES
MGH122-P3-F10,NPC
MGH122-P3-F11,NPC
MGH122-P3-F12,OPC
MGH122-P3-G01,NPC
MGH122-P3-G02,OPC
MGH122-P3-G04,OPC
MGH122-P3-G06,OPC
MGH122-P3-G07,OPC
MGH122-P3-G10,OPC
MGH122-P3-H02,NPC
MGH122-P3-H05,NPC
MGH122-P3-H06,OPC
MGH122-P3-H07,NPC
MGH122-P3-H08,OPC
MGH122-P3-H09,OPC
MGH122-P3-H10,NPC
MGH122-P3-H11,NPC
MGH122-P3-H12,NPC
MGH122-P6-A02,NPC
MGH122-P6-A03,OPC
MGH122-P6-A04,OPC
MGH122-P6-A07,NPC
MGH122-P6-A09,NPC
MGH122-P6-A12,OPC
MGH122-P6-B02,NPC
MGH122-P6-B04,AC
MGH122-P6-B06,MES
MGH122-P6-B07,NPC
MGH122-P6-B09,NPC
MGH122-P6-B11,NPC
MGH122-P6-C04,OPC
MGH122-P6-C09,OPC
MGH122-P6-C10,MES
MGH122-P6-C11,NPC
MGH122-P6-D03,OPC
MGH122-P6-D04,OPC
MGH122-P6-D10,OPC
MGH122-P6-D11,NPC
MGH122-P6-E01,OPC
MGH122-P6-E03,MES
MGH122-P6-E04,NPC
MGH122-P6-E06,OPC
MGH122-P6-E10,AC
MGH122-P6-F01,OPC
MGH122-P6-F03,NPC
MGH122-P6-F04,MES
MGH122-P6-F08,MES
MGH122-P6-F09,NPC
MGH122-P6-F10,OPC
MGH122-P6-F12,NPC
MGH122-P6-G01,NPC
MGH122-P6-G02,NPC
MGH122-P6-G06,NPC
MGH122-P6-G11,OPC
MGH122-P6-H04,NPC
MGH122-P6-H06,NPC
MGH122-P7-A04,MES
MGH122-P7-A07,OPC
MGH122-P7-A08,NPC
MGH122-P7-A10,MES
MGH122-P7-A12,OPC
MGH122-P7-B02,NPC
MGH122-P7-B03,NPC
MGH122-P7-B04,NPC
MGH122-P7-B05,MES
MGH122-P7-B06,NPC
MGH122-P7-B07,OPC
MGH122-P7-B09,NPC
MGH122-P7-B10,NPC
MGH122-P7-C02,OPC
MGH122-P7-C03,NPC
MGH122-P7-C05,OPC
MGH122-P7-C06,MES
MGH122-P7-C11,OPC
MGH122-P7-D03,NPC
MGH122-P7-D05,MES
MGH122-P7-D07,NPC
MGH122-P7-D08,OPC
MGH122-P7-D10,NPC
MGH122-P7-D12,OPC
MGH122-P7-E01,AC
MGH122-P7-E04,OPC
MGH122-P7-E05,NPC
MGH122-P7-E07,NPC
MGH122-P7-E11,OPC
MGH122-P7-E12,OPC
MGH122-P7-F02,NPC
MGH122-P7-F03,OPC
MGH122-P7-F04,NPC
MGH122-P7-F07,OPC
MGH122-P7-F10,NPC
MGH122-P7-F11,OPC
MGH122-P7-G03,NPC
MGH122-P7-G06,NPC
MGH122-P7-H02,NPC
MGH122-P7-H04,OPC
MGH122-P7-H07,AC
MGH122-P7-H09,NPC
MGH122-P7-H11,OPC
MGH124-CD45negP1-A01,OPC
MGH124-CD45negP1-A03,OPC
MGH124-CD45negP1-A05,OPC
MGH124-CD45negP1-A07,AC
MGH124-CD45negP1-A09,MES
MGH124-CD45negP1-A11,NPC
MGH124-CD45negP1-A12,NPC
MGH124-CD45negP1-B01,OPC
MGH124-CD45negP1-B02,NPC
MGH124-CD45negP1-B04,OPC
MGH124-CD45negP1-B05,OPC
MGH124-CD45negP1-B06,AC
MGH124-CD45negP1-B07,OPC
MGH124-CD45negP1-B09,OPC
MGH124-CD45negP1-B11,AC
MGH124-CD45negP1-C02,NPC
MGH124-CD45negP1-C03,OPC
MGH124-CD45negP1-C04,AC
MGH124-CD45negP1-C05,NPC
MGH124-CD45negP1-C08,OPC
MGH124-CD45negP1-C09,NPC
MGH124-CD45negP1-C12,OPC
MGH124-CD45negP1-D02,OPC
MGH124-CD45negP1-D03,OPC
MGH124-CD45negP1-D05,NPC
MGH124-CD45negP1-D07,AC
MGH124-CD45negP1-D08,NPC
MGH124-CD45negP1-D10,NPC
MGH124-CD45negP1-D11,NPC
MGH124-CD45negP1-D12,OPC
MGH124-CD45negP1-E01,MES
MGH124-CD45negP1-E03,NPC
MGH124-CD45negP1-E04,OPC
MGH124-CD45negP1-E06,NPC
MGH124-CD45negP1-E07,OPC
MGH124-CD45negP1-E09,NPC
MGH124-CD45negP1-F02,NPC
MGH124-CD45negP1-F03,NPC
MGH124-CD45negP1-F04,OPC
MGH124-CD45negP1-F07,MES
MGH124-CD45negP1-F09,OPC
MGH124-CD45negP1-F11,NPC
MGH124-CD45negP1-F12,MES
MGH124-CD45negP1-G03,MES
MGH124-CD45negP1-G04,NPC
MGH124-CD45negP1-G06,NPC
MGH124-CD45negP1-G07,NPC
MGH124-CD45negP1-G09,NPC
MGH124-CD45negP1-G11,OPC
MGH124-CD45negP1-G12,OPC
MGH124-CD45negP1-H01,NPC
MGH124-CD45negP1-H02,NPC
MGH124-CD45negP1-H03,OPC
MGH124-CD45negP1-H04,AC
MGH124-CD45negP1-H05,NPC
MGH124-CD45negP1-H06,AC
MGH124-CD45negP1-H07,OPC
MGH124-CD45negP1-H09,OPC
MGH124-CD45negP1-H10,AC
MGH124-CD45negP1-H11,NPC
MGH124-CD45negP1-H12,OPC
MGH124-CD45negP2-A01,OPC
MGH124-CD45negP2-A02,OPC
MGH124-CD45negP2-A03,NPC
MGH124-CD45negP2-A05,OPC
MGH124-CD45negP2-A06,OPC
MGH124-CD45negP2-A07,OPC
MGH124-CD45negP2-A08,NPC
MGH124-CD45negP2-A09,OPC
MGH124-CD45negP2-A10,NPC
MGH124-CD45negP2-A11,NPC
MGH124-CD45negP2-A12,NPC
MGH124-CD45negP2-B01,OPC
MGH124-CD45negP2-B03,NPC
MGH124-CD45negP2-B04,NPC
MGH124-CD45negP2-B05,OPC
MGH124-CD45negP2-B06,NPC
MGH124-CD45negP2-B07,OPC
MGH124-CD45negP2-B08,OPC
MGH124-CD45negP2-B09,NPC
MGH124-CD45negP2-B10,OPC
MGH124-CD45negP2-B11,OPC
MGH124-CD45negP2-C01,OPC
MGH124-CD45negP2-C02,OPC
MGH124-CD45negP2-C03,NPC
MGH124-CD45negP2-C04,OPC
MGH124-CD45negP2-C05,NPC
MGH124-CD45negP2-C06,OPC
MGH124-CD45negP2-C07,NPC
MGH124-CD45negP2-C11,NPC
MGH124-CD45negP2-C12,NPC
MGH124-CD45negP2-D03,NPC
MGH124-CD45negP2-D04,MES
MGH124-CD45negP2-D06,NPC
MGH124-CD45negP2-D08,OPC
MGH124-CD45negP2-D09,NPC
MGH124-CD45negP2-D11,NPC
MGH124-CD45negP2-D12,NPC
MGH124-CD45negP2-E01,OPC
MGH124-CD45negP2-E02,NPC
MGH124-CD45negP2-E03,OPC
MGH124-CD45negP2-E05,NPC
MGH124-CD45negP2-E07,OPC
MGH124-CD45negP2-E09,MES
MGH124-CD45negP2-E12,NPC
MGH124-CD45negP2-F01,NPC
MGH124-CD45negP2-F04,NPC
MGH124-CD45negP2-F05,OPC
MGH124-CD45negP2-F06,NPC
MGH124-CD45negP2-F09,NPC
MGH124-CD45negP2-F11,NPC
MGH124-CD45negP2-F12,NPC
MGH124-CD45negP2-G01,NPC
MGH124-CD45negP2-G03,MES
MGH124-CD45negP2-G04,NPC
MGH124-CD45negP2-G06,OPC
MGH124-CD45negP2-G08,NPC
MGH124-CD45negP2-G10,OPC
MGH124-CD45negP2-G11,NPC
MGH124-CD45negP2-H01,OPC
MGH124-CD45negP2-H02,NPC
MGH124-CD45negP2-H03,MES
MGH124-CD45negP2-H04,NPC
MGH124-CD45negP2-H07,NPC
MGH124-CD45negP2-H11,MES
MGH124-CD45negP2-H12,OPC
MGH124-CD45negP3-A02,OPC
MGH124-CD45negP3-A03,OPC
MGH124-CD45negP3-A05,OPC
MGH124-CD45negP3-A06,NPC
MGH124-CD45negP3-A08,MES
MGH124-CD45negP3-A09,NPC
MGH124-CD45negP3-A10,NPC
MGH124-CD45negP3-A12,AC
MGH124-CD45negP3-B01,OPC
MGH124-CD45negP3-B02,NPC
MGH124-CD45negP3-B03,OPC
MGH124-CD45negP3-B05,OPC
MGH124-CD45negP3-B06,NPC
MGH124-CD45negP3-B07,OPC
MGH124-CD45negP3-B08,NPC
MGH124-CD45negP3-B09,MES
MGH124-CD45negP3-B10,NPC
MGH124-CD45negP3-B11,OPC
MGH124-CD45negP3-C03,OPC
MGH124-CD45negP3-C04,NPC
MGH124-CD45negP3-C06,OPC
MGH124-CD45negP3-C07,NPC
MGH124-CD45negP3-C10,NPC
MGH124-CD45negP3-C11,MES
MGH124-CD45negP3-D01,NPC
MGH124-CD45negP3-D03,NPC
MGH124-CD45negP3-D04,NPC
MGH124-CD45negP3-D06,OPC
MGH124-CD45negP3-D07,NPC
MGH124-CD45negP3-D08,NPC
MGH124-CD45negP3-D11,OPC
MGH124-CD45negP3-D12,NPC
MGH124-CD45negP3-E02,OPC
MGH124-CD45negP3-E03,NPC
MGH124-CD45negP3-E04,NPC
MGH124-CD45negP3-E05,OPC
MGH124-CD45negP3-E08,OPC
MGH124-CD45negP3-E09,NPC
MGH124-CD45negP3-E10,NPC
MGH124-CD45negP3-E11,MES
MGH124-CD45negP3-E12,NPC
MGH124-CD45negP3-F01,NPC
MGH124-CD45negP3-F02,NPC
MGH124-CD45negP3-F03,MES
MGH124-CD45negP3-F05,NPC
MGH124-CD45negP3-F06,OPC
MGH124-CD45negP3-F08,NPC
MGH124-CD45negP3-F09,NPC
MGH124-CD45negP3-F10,OPC
MGH124-CD45negP3-F11,NPC
MGH124-CD45negP3-F12,AC
MGH124-CD45negP3-G01,OPC
MGH124-CD45negP3-G02,NPC
MGH124-CD45negP3-G03,NPC
MGH124-CD45negP3-G05,OPC
MGH124-CD45negP3-G06,OPC
MGH124-CD45negP3-G07,NPC
MGH124-CD45negP3-G09,NPC
MGH124-CD45negP3-H03,OPC
MGH124-CD45negP3-H04,NPC
MGH124-CD45negP3-H08,NPC
MGH124-CD45negP3-H09,MES
MGH124-CD45negP3-H10,AC
MGH124-CD45negP3-H12,AC
MGH124-P4-A01,NPC
MGH124-P4-A03,NPC
MGH124-P4-A04,OPC
MGH124-P4-A06,OPC
MGH124-P4-A07,NPC
MGH124-P4-A08,NPC
MGH124-P4-A10,NPC
MGH124-P4-A11,AC
MGH124-P4-A12,NPC
MGH124-P4-B01,NPC
MGH124-P4-B03,OPC
MGH124-P4-B05,AC
MGH124-P4-B06,OPC
MGH124-P4-B07,NPC
MGH124-P4-B08,NPC
MGH124-P4-B09,OPC
MGH124-P4-B10,OPC
MGH124-P4-C01,NPC
MGH124-P4-C02,NPC
MGH124-P4-C03,OPC
MGH124-P4-C05,NPC
MGH124-P4-C06,NPC
MGH124-P4-C07,NPC
MGH124-P4-C08,OPC
